FIPS,county-state,sq_mi,land_sq_mi,water_sq_mi
45001,"Abbeville, SC",511.05,508.03,3.02
22001,"Acadia, LA",657.62,655.28,2.33
51001,"Accomack, VA",1310.05,455.24,854.8
16001,"Ada, ID",1060.33,1054.99,5.34
19001,"Adair, IA",570.31,569.3,1
21001,"Adair, KY",412.23,406.84,5.39
29001,"Adair, MO",569.32,567,2.31
40001,"Adair, OK",577.03,575.67,1.36
8001,"Adams, CO",1197.71,1191.93,5.78
19003,"Adams, IA",425.41,423.54,1.87
16003,"Adams, ID",1370,1364.58,5.43
17001,"Adams, IL",871.28,856.63,14.64
18001,"Adams, IN",339.93,339.36,0.57
28001,"Adams, MS",486.25,460.26,25.99
38001,"Adams, ND",988.84,987.91,0.92
31001,"Adams, NE",564.16,563.41,0.76
39001,"Adams, OH",585.79,583.91,1.88
42001,"Adams, PA",521.52,520.01,1.51
53001,"Adams, WA",1929.69,1924.96,4.73
55001,"Adams, WI",688.51,647.74,40.78
50001,"Addison, VT",808.3,770.18,38.12
45003,"Aiken, SC",1080.46,1072.66,7.79
27001,"Aitkin, MN",1995.31,1819.3,176.01
12001,"Alachua, FL",969.12,874.25,94.88
37001,"Alamance, NC",434.77,429.99,4.78
6001,"Alameda, CA",821.15,737.57,83.57
8003,"Alamosa, CO",723.53,722.74,0.78
36001,"Albany, NY",533.21,523.45,9.76
56001,"Albany, WY",4308.79,4272.75,36.04
51003,"Albemarle, VA",726.18,722.61,3.58
26001,"Alcona, MI",1790.54,674.43,1116.1
28003,"Alcorn, MS",401.35,399.89,1.46
2013,"Aleutians East, AK",15011.6,6988.14,8023.46
2016,"Aleutians West, AK",14116.51,4396.77,9719.74
17003,"Alexander, IL",252.54,236.38,16.16
37003,"Alexander, NC",263.14,260.18,2.95
51510,"Alexandria, VA",15.41,15.18,0.23
40003,"Alfalfa, OK",881.44,866.65,14.79
26003,"Alger, MI",5049.08,917.83,4131.25
19005,"Allamakee, IA",658.71,639.56,19.14
26005,"Allegan, MI",1833.3,827.46,1005.83
24001,"Allegany, MD",429.82,425.42,4.4
36003,"Allegany, NY",1034.42,1030.22,4.2
37005,"Alleghany, NC",235.52,234.65,0.87
51005,"Alleghany, VA",445.67,444.63,1.04
42003,"Allegheny, PA",744.71,730.17,14.54
18003,"Allen, IN",660.1,657.25,2.85
20001,"Allen, KS",505.18,503.01,2.18
21003,"Allen, KY",352.04,346.12,5.92
22003,"Allen, LA",765.67,764.5,1.17
39003,"Allen, OH",406.88,404.43,2.46
45005,"Allendale, SC",412.58,408.2,4.38
26007,"Alpena, MI",1695,574.15,1120.85
6003,"Alpine, CA",743.19,738.62,4.57
6005,"Amador, CA",604.69,592.97,11.73
51007,"Amelia, VA",358.54,356.8,1.74
51009,"Amherst, VA",478.78,475.18,3.6
28005,"Amite, MS",731.64,729.6,2.04
2020,"Anchorage, AK",1961.09,1697.21,263.88
20003,"Anderson, KS",584.29,582.92,1.38
21005,"Anderson, KY",204.28,202.67,1.61
45007,"Anderson, SC",757.45,718.02,39.43
47001,"Anderson, TN",344.82,337.51,7.31
48001,"Anderson, TX",1077.95,1070.79,7.16
29003,"Andrew, MO",436.5,435.18,1.32
48003,"Andrews, TX",1500.99,1500.64,0.36
23001,"Androscoggin, ME",497.23,470.27,26.95
48005,"Angelina, TX",864.45,801.56,62.89
24003,"Anne Arundel, MD",587.9,415.94,171.96
27003,"Anoka, MN",446.26,423.61,22.65
37007,"Anson, NC",537.13,531.57,5.56
31003,"Antelope, NE",858.43,857.06,1.37
26009,"Antrim, MI",601.9,476.94,124.97
4001,"Apache, AZ",11218.42,11204.88,13.54
19007,"Appanoose, IA",516.35,496.25,20.1
13001,"Appling, GA",512.11,508.51,3.61
51011,"Appomattox, VA",334.73,333.69,1.05
48007,"Aransas, TX",527.95,251.86,276.09
8005,"Arapahoe, CO",805.43,803.14,2.29
48009,"Archer, TX",925.78,909.7,16.09
8007,"Archuleta, CO",1355.48,1350.22,5.26
26011,"Arenac, MI",680.81,366.84,313.97
5001,"Arkansas, AR",1033.79,988.49,45.3
51013,"Arlington, VA",25.96,25.87,0.09
42005,"Armstrong, PA",664.44,653.93,10.51
48011,"Armstrong, TX",913.81,913.63,0.18
23003,"Aroostook, ME",6828.79,6671.54,157.25
31005,"Arthur, NE",718.32,715.37,2.95
22005,"Ascension, LA",302.88,291.53,11.35
37009,"Ashe, NC",426.78,426.13,0.65
39005,"Ashland, OH",426.85,424.37,2.47
55003,"Ashland, WI",2293.73,1043.82,1249.91
5003,"Ashley, AR",939.08,921.15,17.93
39007,"Ashtabula, OH",1368.47,702.44,666.03
53003,"Asotin, WA",640.69,635.34,5.34
22007,"Assumption, LA",364.55,338.68,25.87
48013,"Atascosa, TX",1235.61,1232.12,3.49
20005,"Atchison, KS",435.04,432.34,2.7
29005,"Atchison, MO",547.36,544.72,2.64
39009,"Athens, OH",508.54,506.76,1.78
13003,"Atkinson, GA",344.1,338.04,6.05
34001,"Atlantic, NJ",671.45,561.07,110.37
40005,"Atoka, OK",990,978.29,11.71
28007,"Attala, MS",737.1,735.13,1.97
29007,"Audrain, MO",696.79,693.1,3.69
19009,"Audubon, IA",443.58,443.13,0.44
39011,"Auglaize, OH",401.72,401.25,0.47
51015,"Augusta, VA",970.93,970.36,0.57
46003,"Aurora, SD",712.53,708.18,4.35
48015,"Austin, TX",656.37,652.59,3.78
1001,"Autauga, AL",604.45,595.97,8.48
37011,"Avery, NC",247.21,247,0.2
22009,"Avoyelles, LA",865.67,832.44,33.24
8009,"Baca, CO",2557.09,2555.72,1.37
13005,"Bacon, GA",285.92,284.95,0.97
48017,"Bailey, TX",827.38,826.69,0.68
12003,"Baker, FL",588.89,585.21,3.67
13007,"Baker, GA",349.17,343.22,5.95
41001,"Baker, OR",3088.43,3068.12,20.32
1003,"Baldwin, AL",2026.93,1596.35,430.58
13009,"Baldwin, GA",267.5,258.45,9.05
21007,"Ballard, KY",273.6,251.16,22.44
24510,"Baltimore city, MD",92.08,80.8,11.27
24005,"Baltimore, MD",682.03,598.59,83.44
45009,"Bamberg, SC",395.47,393.25,2.22
48019,"Bandera, TX",797.54,791.73,5.81
13011,"Banks, GA",233.87,233.67,0.2
31007,"Banner, NE",746.37,746.22,0.15
16005,"Bannock, ID",1147.46,1113.3,34.16
26013,"Baraga, MI",1068.85,904,164.85
20007,"Barber, KS",1136.21,1134.11,2.1
1005,"Barbour, AL",904.52,884.9,19.61
54001,"Barbour, WV",342.75,340.79,1.96
38003,"Barnes, ND",1513.23,1491.65,21.58
25001,"Barnstable, MA",1305.62,395.51,910.1
45011,"Barnwell, SC",557.25,548.41,8.84
21009,"Barren, KY",499.93,490.97,8.96
55005,"Barron, WI",890.02,862.84,27.18
13013,"Barrow, GA",162.84,162.17,0.67
26015,"Barry, MI",576.9,556.14,20.77
29009,"Barry, MO",790.89,779.06,11.83
18005,"Bartholomew, IN",409.36,406.84,2.52
20009,"Barton, KS",900.46,894,6.46
29011,"Barton, MO",596.72,594.25,2.47
13015,"Bartow, GA",470.11,459.43,10.69
48021,"Bastrop, TX",895.92,888.35,7.57
29013,"Bates, MO",851.37,848.47,2.9
21011,"Bath, KY",283.94,279.46,4.48
51017,"Bath, VA",534.56,531.86,2.7
5005,"Baxter, AR",586.74,554.36,32.38
12005,"Bay, FL",1033.27,763.68,269.6
26017,"Bay, MI",630.91,444.25,186.66
55007,"Bayfield, WI",2041.53,1476.25,565.28
48023,"Baylor, TX",901.01,870.77,30.24
46005,"Beadle, SD",1264.82,1258.7,6.13
16007,"Bear Lake, ID",1049.44,971.38,78.05
37013,"Beaufort, NC",958.69,827.97,130.72
45013,"Beaufort, SC",922.88,586.86,336.03
22011,"Beauregard, LA",1165.99,1160.09,5.9
40007,"Beaver, OK",1817.58,1814.36,3.22
42007,"Beaver, PA",443.9,434.21,9.69
49001,"Beaver, UT",2592.28,2589.95,2.33
30001,"Beaverhead, MT",5572.04,5542.31,29.73
27005,"Becker, MN",1445.11,1310.42,134.69
40009,"Beckham, OK",904.14,901.83,2.31
42009,"Bedford, PA",1017.4,1014.51,2.89
47003,"Bedford, TN",474.83,473.67,1.17
51019,"Bedford, VA",769.25,754.5,14.75
48025,"Bee, TX",880.31,880.14,0.17
33001,"Belknap, NH",468.55,401.29,67.26
21013,"Bell, KY",361.35,360.77,0.58
48027,"Bell, TX",1087.93,1059.72,28.21
39013,"Belmont, OH",541.39,537.35,4.04
27007,"Beltrami, MN",3055.59,2505.27,550.32
13017,"Ben Hill, GA",254.03,251.79,2.23
16009,"Benewah, ID",783.98,776.07,7.91
46007,"Bennett, SD",1190.59,1185.29,5.3
50003,"Bennington, VT",677.67,676.27,1.4
38005,"Benson, ND",1439.27,1380.6,58.68
8011,"Bent, CO",1541.12,1513.9,27.22
5007,"Benton, AR",880.24,845.99,34.25
19011,"Benton, IA",718.45,716.39,2.06
18007,"Benton, IN",406.4,406.31,0.09
27009,"Benton, MN",413,408.28,4.72
29015,"Benton, MO",752.48,705.51,46.97
28009,"Benton, MS",408.65,406.79,1.86
41003,"Benton, OR",678.97,676.46,2.51
47005,"Benton, TN",436.2,394.84,41.37
53005,"Benton, WA",1760.12,1703.09,57.03
26019,"Benzie, MI",859.64,321.31,538.32
34003,"Bergen, NJ",246.8,234.17,12.63
45015,"Berkeley, SC",1228.07,1097.72,130.35
54003,"Berkeley, WV",321.58,321.14,0.44
42011,"Berks, PA",865.67,858.88,6.79
25003,"Berkshire, MA",946.27,931.32,14.95
35001,"Bernalillo, NM",1168.65,1166.03,2.62
13019,"Berrien, GA",457.78,452.41,5.37
26021,"Berrien, MI",1581.38,571,1010.39
37015,"Bertie, NC",741.22,699.19,42.03
2050,"Bethel, AK",45508.46,40633.31,4875.15
48029,"Bexar, TX",1256.66,1246.82,9.84
1007,"Bibb, AL",626.16,623.03,3.14
13021,"Bibb, GA",255.13,249.96,5.17
22013,"Bienville, LA",821.77,810.64,11.13
30003,"Big Horn, MT",5014.65,4994.81,19.84
56003,"Big Horn, WY",3158.96,3136.99,21.97
27011,"Big Stone, MN",527.88,496.95,30.93
38007,"Billings, ND",1153.4,1151.41,1.99
16011,"Bingham, ID",2120.24,2094.73,25.51
19013,"Black Hawk, IA",571.91,567.11,4.8
18009,"Blackford, IN",165.4,165.1,0.31
37017,"Bladen, NC",887.13,874.94,12.19
16013,"Blaine, ID",2661.02,2644.78,16.24
30005,"Blaine, MT",4238.92,4226.18,12.74
31009,"Blaine, NE",714.34,710.74,3.59
40011,"Blaine, OK",938.88,928.43,10.45
42013,"Blair, PA",527.11,525.8,1.31
48031,"Blanco, TX",713.41,711.24,2.16
51021,"Bland, VA",358.73,358.67,0.06
13023,"Bleckley, GA",219.14,217.39,1.74
47007,"Bledsoe, TN",406.71,406.32,0.4
1009,"Blount, AL",650.6,645.59,5.02
47009,"Blount, TN",566.65,558.56,8.08
27013,"Blue Earth, MN",765.9,752.36,13.54
16015,"Boise, ID",1906.76,1902.46,4.3
28011,"Bolivar, MS",905.76,876.28,29.47
29017,"Bollinger, MO",621.2,620.74,0.46
46009,"Bon Homme, SD",581.32,563.34,17.98
17005,"Bond, IL",382.67,380.2,2.46
16017,"Bonner, ID",1919.59,1737.67,181.92
16019,"Bonneville, ID",1900.65,1868.48,32.18
5009,"Boone, AR",601.82,591.18,10.64
19015,"Boone, IA",573.51,571.46,2.05
17007,"Boone, IL",281.94,281.27,0.68
18011,"Boone, IN",423.28,422.85,0.42
21015,"Boone, KY",256.96,246.26,10.7
29019,"Boone, MO",691.31,685.43,5.88
31011,"Boone, NE",687.25,686.69,0.56
54005,"Boone, WV",503.18,502.98,0.2
48033,"Borden, TX",906.04,898.8,7.24
48035,"Bosque, TX",1002.63,989.18,13.46
22015,"Bossier, LA",866.93,839.25,27.68
51023,"Botetourt, VA",545.94,542.66,3.28
38009,"Bottineau, ND",1697.74,1668.59,29.16
8013,"Boulder, CO",751.37,742.46,8.91
16021,"Boundary, ID",1278.21,1268.81,9.4
20011,"Bourbon, KS",638.82,637.09,1.73
21017,"Bourbon, KY",291.66,291.43,0.23
48037,"Bowie, TX",922.77,887.87,34.9
38011,"Bowman, ND",1166.99,1162.05,4.95
31013,"Box Butte, NE",1077.84,1075.29,2.54
49003,"Box Elder, UT",6729.03,5723.34,1005.69
21019,"Boyd, KY",161.82,160.17,1.65
31015,"Boyd, NE",544.59,540.05,4.54
21021,"Boyle, KY",182.99,181.9,1.09
21023,"Bracken, KY",208.89,203.22,5.67
12007,"Bradford, FL",300.04,293.13,6.91
42015,"Bradford, PA",1161.03,1150.67,10.37
5011,"Bradley, AR",654.38,650.63,3.75
47011,"Bradley, TN",331.5,328.72,2.78
26023,"Branch, MI",519.49,507.41,12.08
13025,"Brantley, GA",447.42,444.4,3.02
54007,"Braxton, WV",516.17,513.48,2.69
48039,"Brazoria, TX",1597.44,1386.4,211.04
48041,"Brazos, TX",590.29,585.78,4.51
21025,"Breathitt, KY",495.29,495.19,0.09
21027,"Breckinridge, KY",585.53,572.41,13.12
19017,"Bremer, IA",439.6,437.9,1.7
12009,"Brevard, FL",1556.95,1018.19,538.76
48043,"Brewster, TX",6192.78,6192.61,0.18
48045,"Briscoe, TX",901.59,900.25,1.33
2060,"Bristol Bay, AK",887.68,504.92,382.77
25005,"Bristol, MA",691.19,556,135.19
44001,"Bristol, RI",44.71,24.68,20.03
51520,"Bristol, VA",13.16,12.9,0.27
30007,"Broadwater, MT",1238.94,1191.35,47.59
36005,"Bronx, NY",57.43,42.03,15.4
54009,"Brooke, WV",92.26,88.85,3.41
46011,"Brookings, SD",804.76,794.46,10.3
13027,"Brooks, GA",497.77,493.62,4.15
48047,"Brooks, TX",943.61,943.28,0.33
36007,"Broome, NY",715.46,706.82,8.64
8014,"Broomfield, CO",33.55,33,0.55
12011,"Broward, FL",1319.63,1205.4,114.24
17009,"Brown, IL",307.24,305.65,1.59
18013,"Brown, IN",316.62,312.26,4.36
20013,"Brown, KS",572.2,570.67,1.52
27015,"Brown, MN",618.6,610.86,7.74
31017,"Brown, NE",1225.08,1221.28,3.8
39015,"Brown, OH",495.22,491.76,3.46
46013,"Brown, SD",1731.21,1713.07,18.14
48049,"Brown, TX",956.94,943.85,13.08
55009,"Brown, WI",615.42,528.68,86.75
46015,"Brule, SD",846.49,818.96,27.54
37019,"Brunswick, NC",1050.01,854.79,195.21
51025,"Brunswick, VA",569.37,566.14,3.23
13029,"Bryan, GA",454.49,441.71,12.78
40013,"Bryan, OK",943.43,908.8,34.63
19019,"Buchanan, IA",573.35,571.26,2.09
29021,"Buchanan, MO",414.57,409.73,4.84
51027,"Buchanan, VA",503.88,503.88,0
51029,"Buckingham, VA",583.56,580.86,2.7
42017,"Bucks, PA",622.11,607.38,14.74
19021,"Buena Vista, IA",580.07,574.78,5.28
51530,"Buena Vista, VA",6.83,6.83,0
31019,"Buffalo, NE",975.27,967.99,7.28
46017,"Buffalo, SD",487.43,470.59,16.83
55011,"Buffalo, WI",709.58,684.47,25.11
21029,"Bullitt, KY",300.2,299.08,1.12
13031,"Bulloch, GA",688.84,682.07,6.77
1011,"Bullock, AL",626.06,625.01,1.04
37021,"Buncombe, NC",659.8,655.99,3.81
17011,"Bureau, IL",873.3,868.56,4.74
13033,"Burke, GA",834.99,830.47,4.52
37023,"Burke, NC",514.89,506.72,8.17
38013,"Burke, ND",1129.26,1103.53,25.73
38015,"Burleigh, ND",1668.04,1633.09,34.95
48051,"Burleson, TX",677.78,665.54,12.24
34005,"Burlington, NJ",819.43,804.57,14.86
48053,"Burnet, TX",1020.96,996.04,24.93
55013,"Burnett, WI",880.38,821.52,58.86
31021,"Burt, NE",497.1,492.77,4.33
1013,"Butler, AL",777.92,776.87,1.05
19023,"Butler, IA",581.56,580.38,1.18
20015,"Butler, KS",1446.42,1427.85,18.57
21031,"Butler, KY",431.52,428.08,3.44
29023,"Butler, MO",698.97,697.54,1.43
31023,"Butler, NE",584.41,583.59,0.82
39017,"Butler, OH",470.2,467.27,2.93
42019,"Butler, PA",794.79,788.53,6.26
6007,"Butte, CA",1677.11,1639.49,37.62
16023,"Butte, ID",2233.59,2232.85,0.74
46019,"Butte, SD",2266.36,2248.51,17.84
13035,"Butts, GA",190.01,186.61,3.4
37025,"Cabarrus, NC",364.98,364.39,0.59
54011,"Cabell, WV",288.02,281.59,6.43
49005,"Cache, UT",1173.07,1164.52,8.55
22017,"Caddo, LA",936.9,881.99,54.91
40015,"Caddo, OK",1290.31,1278.33,11.98
6009,"Calaveras, CA",1036.84,1020.04,16.81
22019,"Calcasieu, LA",1094.34,1071.12,23.22
21033,"Caldwell, KY",348.18,346.98,1.2
22021,"Caldwell, LA",540.72,529.42,11.3
29025,"Caldwell, MO",429.72,429.34,0.38
37027,"Caldwell, NC",474.29,471.6,2.7
48055,"Caldwell, TX",547.41,545.73,1.69
50005,"Caledonia, VT",657.52,650.59,6.94
1015,"Calhoun, AL",612.32,608.46,3.86
5013,"Calhoun, AR",632.54,628.27,4.27
12013,"Calhoun, FL",574.34,567.31,7.03
13037,"Calhoun, GA",283.57,280.18,3.39
19025,"Calhoun, IA",572.29,570.15,2.14
17013,"Calhoun, IL",283.69,253.82,29.87
26025,"Calhoun, MI",718.44,708.72,9.72
28013,"Calhoun, MS",587.97,586.54,1.43
45017,"Calhoun, SC",392.34,380.22,12.11
48057,"Calhoun, TX",1032.16,512.31,519.84
54013,"Calhoun, WV",280.64,280.62,0.02
48059,"Callahan, TX",901.26,898.62,2.64
29027,"Callaway, MO",847.03,838.84,8.19
21035,"Calloway, KY",410.79,386.25,24.53
55015,"Calumet, WI",397.03,319.84,77.19
24009,"Calvert, MD",345.09,215.17,129.91
16025,"Camas, ID",1079.02,1074.96,4.06
42021,"Cambria, PA",693.43,688.02,5.41
13039,"Camden, GA",782.52,629.91,152.61
29029,"Camden, MO",708.86,655.14,53.71
37029,"Camden, NC",305.7,240.68,65.02
34007,"Camden, NJ",227.58,222.3,5.28
22023,"Cameron, LA",1931.6,1312.96,618.63
42023,"Cameron, PA",398.6,397.16,1.44
48061,"Cameron, TX",1276.33,905.76,370.58
48063,"Camp, TX",203.2,197.51,5.69
21037,"Campbell, KY",159.43,151.55,7.87
46021,"Campbell, SD",771.34,735.79,35.54
47013,"Campbell, TN",498.25,480.07,18.19
51031,"Campbell, VA",507.26,504.48,2.78
56005,"Campbell, WY",4801.56,4796.76,4.8
40017,"Canadian, OK",905.17,899.71,5.45
13043,"Candler, GA",248.81,246.88,1.94
47015,"Cannon, TN",265.71,265.64,0.06
16027,"Canyon, ID",603.51,589.72,13.79
29031,"Cape Girardeau, MO",586.29,578.62,7.67
34009,"Cape May, NJ",620.28,255.19,365.09
