FIPS,county-state,sq_mi,land_sq_mi,water_sq_mi
51099,"King George, VA",187.79,180,7.79
51101,"King William, VA",285.65,275.43,10.22
48269,"King, TX",913.33,912.29,1.04
53033,"King, WA",2306.53,2126.04,180.48
40073,"Kingfisher, OK",905.96,903,2.96
20095,"Kingman, KS",866.7,863.35,3.35
6031,"Kings, CA",1391.49,1390.99,0.5
36047,"Kings, NY",96.9,70.61,26.29
46077,"Kingsbury, SD",863.67,838.37,25.3
48271,"Kinney, TX",1365.31,1363.44,1.87
8061,"Kiowa, CO",1785.76,1770.99,14.76
20097,"Kiowa, KS",722.62,722.39,0.23
40075,"Kiowa, OK",1030.66,1014.56,16.1
8063,"Kit Carson, CO",2161.56,2160.87,0.69
53035,"Kitsap, WA",565.98,395.97,170.01
53037,"Kittitas, WA",2333.11,2297.19,35.93
27069,"Kittson, MN",1103.51,1097.08,6.43
41035,"Klamath, OR",6135.75,5944.19,191.56
48273,"Kleberg, TX",1090.29,870.97,219.32
53039,"Klickitat, WA",1904.18,1872.37,31.8
21119,"Knott, KY",353.01,352.19,0.82
17095,"Knox, IL",719.7,716.28,3.42
18083,"Knox, IN",524.06,515.83,8.22
21121,"Knox, KY",387.71,387.66,0.04
23013,"Knox, ME",1142.1,365.67,776.43
29103,"Knox, MO",506.77,505.71,1.07
31107,"Knox, NE",1139.65,1108.12,31.53
39083,"Knox, OH",529.53,527.12,2.41
47093,"Knox, TN",525.78,508.46,17.32
48275,"Knox, TX",855.43,849,6.43
2150,"Kodiak Island, AK",12023.67,6559.85,5463.83
27071,"Koochiching, MN",3154.32,3102.36,51.96
16055,"Kootenai, ID",1315.69,1245.12,70.57
18085,"Kosciusko, IN",554.34,537.5,16.84
19109,"Kossuth, IA",974.39,973.01,1.38
55063,"La Crosse, WI",479.92,452.74,27.18
4012,"La Paz, AZ",4513.36,4499.95,13.4
8067,"La Plata, CO",1699.93,1692.15,7.78
22059,"La Salle, LA",662.36,623.83,38.54
48283,"La Salle, TX",1494.23,1488.85,5.38
20099,"Labette, KS",653.3,648.82,4.48
27073,"Lac qui Parle, MN",778.05,764.87,13.19
42069,"Lackawanna, PA",464.51,458.63,5.88
29105,"Laclede, MO",768,765.85,2.14
5073,"Lafayette, AR",545.07,526.5,18.57
12067,"Lafayette, FL",547.92,542.84,5.08
22055,"Lafayette, LA",270.29,269.83,0.46
29107,"Lafayette, MO",638.86,629.31,9.55
28071,"Lafayette, MS",679.29,631.11,48.17
55065,"Lafayette, WI",634.56,633.57,1
22057,"Lafourche, LA",1472.19,1084.68,387.51
18087,"LaGrange, IN",386.72,379.56,7.15
2164,"Lake and Peninsula, AK",30906.96,23781.96,7125
27077,"Lake of the Woods, MN",1775.05,1296.7,478.35
6033,"Lake, CA",1329.48,1257.96,71.52
8065,"Lake, CO",383.9,376.89,7.01
12069,"Lake, FL",1156.4,953.15,203.25
17097,"Lake, IL",1367.95,447.56,920.39
18089,"Lake, IN",626.34,496.98,129.36
26085,"Lake, MI",574.6,567.44,7.17
27075,"Lake, MN",2990.82,2099.16,891.66
30047,"Lake, MT",1653.72,1493.77,159.95
39085,"Lake, OH",978.87,228.21,750.65
41037,"Lake, OR",8358.47,8135.75,222.71
46079,"Lake, SD",575.06,563.23,11.83
47095,"Lake, TN",193.79,163.42,30.38
1075,"Lamar, AL",605.47,604.85,0.62
13171,"Lamar, GA",185.79,184.82,0.97
28073,"Lamar, MS",500.49,497.07,3.42
48277,"Lamar, TX",932.47,916.81,15.66
48279,"Lamb, TX",1017.73,1016.21,1.52
50015,"Lamoille, VT",463.75,460.97,2.78
38045,"LaMoure, ND",1150.81,1147.18,3.63
48281,"Lampasas, TX",713.96,712.04,1.92
31109,"Lancaster, NE",846.71,838.88,7.83
42071,"Lancaster, PA",983.81,949.06,34.75
45057,"Lancaster, SC",555.29,548.99,6.3
51103,"Lancaster, VA",231.35,133.14,98.2
32015,"Lander, NV",5519.47,5493.63,25.84
20101,"Lane, KS",717.43,717.22,0.21
41039,"Lane, OR",4721.79,4554,167.79
55067,"Langlade, WI",887.88,872.67,15.2
13173,"Lanier, GA",199.83,186.82,13.01
26087,"Lapeer, MI",663.08,654.2,8.88
18091,"LaPorte, IN",613.04,598.24,14.8
56021,"Laramie, WY",2687.63,2686.05,1.58
8069,"Larimer, CO",2633.86,2601.3,32.56
21123,"Larue, KY",263.72,263.2,0.53
8071,"Las Animas, CO",4775.42,4772.63,2.79
17099,"LaSalle, IL",1148.04,1134.92,13.12
6035,"Lassen, CA",4720.37,4557.27,163.1
16057,"Latah, ID",1076.89,1076.65,0.24
40077,"Latimer, OK",729.12,722.17,6.95
1077,"Lauderdale, AL",718.78,669.46,49.32
28075,"Lauderdale, MS",715.28,703.51,11.77
47097,"Lauderdale, TN",507.14,470.45,36.69
21125,"Laurel, KY",443.74,435.67,8.07
13175,"Laurens, GA",818.51,812.27,6.24
45059,"Laurens, SC",723.98,715.11,8.87
48285,"Lavaca, TX",970.35,969.9,0.45
1079,"Lawrence, AL",718.07,693.38,24.68
5075,"Lawrence, AR",592.34,586.57,5.78
17101,"Lawrence, IL",373.94,371.98,1.96
18093,"Lawrence, IN",452.07,448.83,3.24
21127,"Lawrence, KY",420.12,418.78,1.35
29109,"Lawrence, MO",613.38,613.08,0.3
28077,"Lawrence, MS",435.73,430.63,5.11
39087,"Lawrence, OH",457.28,454.96,2.32
42073,"Lawrence, PA",362.76,360.46,2.3
46081,"Lawrence, SD",800.31,800.04,0.28
47099,"Lawrence, TN",617.91,617.17,0.74
40079,"Le Flore, OK",1608.03,1585.82,22.2
27079,"Le Sueur, MN",473.86,448.5,25.36
35025,"Lea, NM",4394.02,4392.96,1.06
28079,"Leake, MS",585.39,582.71,2.68
20103,"Leavenworth, KS",468.33,463.27,5.06
42075,"Lebanon, PA",362.6,361.86,0.74
1081,"Lee, AL",615.55,608.71,6.84
5077,"Lee, AR",619.47,601.66,17.8
12071,"Lee, FL",1211.89,803.63,408.26
13177,"Lee, GA",362.01,355.77,6.24
19111,"Lee, IA",538.77,517.39,21.37
17103,"Lee, IL",729.29,725.36,3.92
21129,"Lee, KY",211.22,209.86,1.36
28081,"Lee, MS",453.14,449.59,3.55
37105,"Lee, NC",259.33,257.26,2.07
45061,"Lee, SC",411.3,410.3,1
48287,"Lee, TX",634.03,628.5,5.53
51105,"Lee, VA",437.32,437.13,0.18
26089,"Leelanau, MI",2532.38,348.47,2183.91
28083,"Leflore, MS",606.35,591.93,14.42
42077,"Lehigh, PA",348.34,346.66,1.68
16059,"Lemhi, ID",4569.5,4564.16,5.35
26091,"Lenawee, MI",761.31,750.5,10.81
37107,"Lenoir, NC",402.09,399.85,2.24
12073,"Leon, FL",701.78,666.74,35.04
48289,"Leon, TX",1080.38,1072.04,8.34
21131,"Leslie, KY",404.36,404.03,0.33
21133,"Letcher, KY",339.12,339.04,0.07
12075,"Levy, FL",1412.32,1118.38,293.94
30049,"Lewis and Clark, MT",3497.56,3460.96,36.6
16061,"Lewis, ID",479.81,479.04,0.77
21135,"Lewis, KY",495.7,484.49,11.21
29111,"Lewis, MO",510.85,505.01,5.85
36049,"Lewis, NY",1289.89,1275.42,14.47
47101,"Lewis, TN",282.48,282.09,0.38
53041,"Lewis, WA",2436.26,2407.64,28.63
54041,"Lewis, WV",389.75,382.14,7.61
45063,"Lexington, SC",757.88,699.25,58.63
51678,"Lexington, VA",2.49,2.49,0
12077,"Liberty, FL",843.16,835.87,7.29
13179,"Liberty, GA",602.52,519.05,83.47
30051,"Liberty, MT",1447.19,1429.76,17.44
48291,"Liberty, TX",1176.22,1159.68,16.54
39089,"Licking, OH",688.38,686.5,1.88
1083,"Limestone, AL",607.08,568.05,39.03
48293,"Limestone, TX",933.15,908.88,24.27
5079,"Lincoln, AR",572.17,561.2,10.97
8073,"Lincoln, CO",2586.39,2586.09,0.3
13181,"Lincoln, GA",257.28,211.09,46.19
16063,"Lincoln, ID",1205.86,1205.53,0.33
20105,"Lincoln, KS",719.94,718.87,1.07
21137,"Lincoln, KY",336.47,336.26,0.21
22061,"Lincoln, LA",472.27,471.38,0.89
23015,"Lincoln, ME",699.81,455.99,243.82
27081,"Lincoln, MN",548.44,537.03,11.41
29113,"Lincoln, MO",640.41,630.49,9.92
28085,"Lincoln, MS",588.17,585.71,2.47
30053,"Lincoln, MT",3675.11,3612.67,62.44
37109,"Lincoln, NC",307.03,298.79,8.24
31111,"Lincoln, NE",2575.1,2563.98,11.12
35027,"Lincoln, NM",4831.25,4830.97,0.28
32017,"Lincoln, NV",10636.77,10633.61,3.17
40081,"Lincoln, OK",965.62,957.74,7.88
41041,"Lincoln, OR",1193.79,979.57,214.23
46083,"Lincoln, SD",578.59,578.09,0.5
47103,"Lincoln, TN",570.63,570.23,0.39
53043,"Lincoln, WA",2339.71,2311.21,28.51
55069,"Lincoln, WI",907.05,883.3,23.75
54043,"Lincoln, WV",438.59,437.43,1.16
56023,"Lincoln, WY",4089.01,4069.09,19.92
19113,"Linn, IA",724.55,717.44,7.1
20107,"Linn, KS",606.29,598.67,7.62
29115,"Linn, MO",621.46,620.35,1.11
41043,"Linn, OR",2310.15,2292.18,17.97
48295,"Lipscomb, TX",932.22,932.11,0.11
9005,"Litchfield, CT",944.57,919.92,24.65
5081,"Little River, AR",564.87,531.73,33.14
48297,"Live Oak, TX",1078.83,1036.3,42.53
17105,"Livingston, IL",1045.43,1043.76,1.67
21139,"Livingston, KY",342.2,316.08,26.12
22063,"Livingston, LA",702.84,648.02,54.82
26093,"Livingston, MI",585.43,568.4,17.03
29117,"Livingston, MO",538.48,534.52,3.95
36051,"Livingston, NY",640.44,632.13,8.32
48299,"Llano, TX",966.18,934.76,31.41
5083,"Logan, AR",731.5,709.87,21.63
8075,"Logan, CO",1844.86,1838.52,6.33
17107,"Logan, IL",619.01,618.14,0.87
20109,"Logan, KS",1073.09,1072.99,0.11
21141,"Logan, KY",557.1,555.68,1.41
38047,"Logan, ND",1011.07,992.64,18.43
31113,"Logan, NE",571.15,570.68,0.46
39091,"Logan, OH",466.78,458.44,8.34
40083,"Logan, OK",748.92,744.45,4.46
54045,"Logan, WV",455.61,454.21,1.4
13183,"Long, GA",403.49,400.92,2.57
5085,"Lonoke, AR",802.43,765.96,36.47
39093,"Lorain, OH",923.02,492.5,430.52
35028,"Los Alamos, NM",109.35,109.35,0
6037,"Los Angeles, CA",4752.32,4060.87,691.45
47105,"Loudon, TN",247.31,228.88,18.43
51107,"Loudoun, VA",521.1,519.85,1.25
19115,"Louisa, IA",417.64,401.92,15.73
51109,"Louisa, VA",510.79,497.14,13.65
31115,"Loup, NE",571.02,569.71,1.31
40085,"Love, OK",531.94,515.38,16.56
48301,"Loving, TX",676.85,673.08,3.77
1085,"Lowndes, AL",725.03,717.94,7.1
13185,"Lowndes, GA",510.63,504.22,6.41
28087,"Lowndes, MS",516.45,502.3,14.15
48303,"Lubbock, TX",900.7,899.49,1.2
19117,"Lucas, IA",434.17,430.55,3.63
39095,"Lucas, OH",595.88,340.46,255.42
26095,"Luce, MI",1911.89,903.08,1008.8
13187,"Lumpkin, GA",284.87,284.47,0.4
35029,"Luna, NM",2965.28,2965.09,0.19
51111,"Lunenburg, VA",432.38,431.7,0.68
42079,"Luzerne, PA",907.13,890.81,16.32
42081,"Lycoming, PA",1243.77,1234.85,8.91
46085,"Lyman, SD",1707.06,1639.96,67.1
51680,"Lynchburg, VA",49.76,49.39,0.37
48305,"Lynn, TX",893.46,891.88,1.58
19119,"Lyon, IA",587.63,587.5,0.13
20111,"Lyon, KS",855.14,850.87,4.27
21143,"Lyon, KY",256.42,215.7,40.71
27083,"Lyon, MN",721.46,714.17,7.29
32019,"Lyon, NV",2016.4,1993.69,22.71
26097,"Mackinac, MI",2100.55,1021.58,1078.96
26099,"Macomb, MI",569.78,480.44,89.34
1087,"Macon, AL",613.24,610.52,2.72
13193,"Macon, GA",405.95,403.28,2.67
17115,"Macon, IL",585.38,580.52,4.86
29121,"Macon, MO",812.53,803.77,8.76
37113,"Macon, NC",519.47,516.47,3
47111,"Macon, TN",307.19,307.13,0.06
17117,"Macoupin, IL",867.61,863.57,4.04
6039,"Madera, CA",2153.32,2135.86,17.46
1089,"Madison, AL",812.85,804.92,7.93
5087,"Madison, AR",837.06,836.81,0.25
12079,"Madison, FL",715.8,691.79,24
13195,"Madison, GA",285.57,283.88,1.69
19121,"Madison, IA",562.3,561.14,1.16
16065,"Madison, ID",473.36,471.52,1.84
17119,"Madison, IL",740.35,725.02,15.33
18095,"Madison, IN",452.91,452.13,0.78
21151,"Madison, KY",443.11,440.68,2.42
22065,"Madison, LA",650.53,624.09,26.45
29123,"Madison, MO",497.6,496.73,0.87
28089,"Madison, MS",741.97,717.11,24.86
30057,"Madison, MT",3602.85,3586.54,16.31
37115,"Madison, NC",451.59,449.42,2.17
31119,"Madison, NE",575.05,572.57,2.49
36053,"Madison, NY",661.54,655.86,5.69
39097,"Madison, OH",466.18,465.44,0.74
47113,"Madison, TN",558.63,557,1.63
48313,"Madison, TX",472.44,469.65,2.8
51113,"Madison, VA",321.78,321.42,0.36
21153,"Magoffin, KY",309.44,309.44,0.01
19123,"Mahaska, IA",573.4,570.87,2.53
27087,"Mahnomen, MN",582.99,556.14,26.85
39099,"Mahoning, OH",423.38,415.25,8.14
40093,"Major, OK",957.87,956.76,1.11
41045,"Malheur, OR",9929.99,9887.09,42.9
51685,"Manassas Park, VA",2.49,2.49,0
51683,"Manassas, VA",9.96,9.93,0.02
12081,"Manatee, FL",892.75,741.03,151.72
26101,"Manistee, MI",1280.77,543.61,737.16
55071,"Manitowoc, WI",1493.87,591.53,902.34
55073,"Marathon, WI",1576.14,1544.96,31.18
1091,"Marengo, AL",982.85,977.04,5.8
4013,"Maricopa, AZ",9224.27,9203.14,21.13
29125,"Maries, MO",529.97,527.73,2.25
6041,"Marin, CA",828.2,519.8,308.39
55075,"Marinette, WI",1550.07,1401.76,148.32
1093,"Marion, AL",743.57,741.41,2.16
5089,"Marion, AR",640.35,597.7,42.65
12083,"Marion, FL",1663.01,1578.86,84.15
13197,"Marion, GA",367.49,367,0.49
19125,"Marion, IA",570.53,554.21,16.32
17121,"Marion, IL",575.71,572.26,3.44
18097,"Marion, IN",403.04,396.25,6.79
20115,"Marion, KS",953.54,943.11,10.43
21155,"Marion, KY",346.86,346.39,0.47
29127,"Marion, MO",444.05,438.07,5.97
28091,"Marion, MS",548.58,542.34,6.24
39101,"Marion, OH",404.15,403.84,0.3
41047,"Marion, OR",1194.13,1183.95,10.18
45067,"Marion, SC",494.09,489.06,5.03
47115,"Marion, TN",512.32,498.36,13.96
48315,"Marion, TX",420.36,381.21,39.15
54049,"Marion, WV",311.49,309.69,1.8
6043,"Mariposa, CA",1462.79,1451.12,11.67
45069,"Marlboro, SC",485.28,479.71,5.57
26103,"Marquette, MI",3425.17,1821.05,1604.12
55077,"Marquette, WI",464.42,455.49,8.94
1095,"Marshall, AL",623.16,567.06,56.1
19127,"Marshall, IA",573.02,572.32,0.7
17123,"Marshall, IL",398.52,386.06,12.45
18099,"Marshall, IN",449.92,444.27,5.65
20117,"Marshall, KS",904.36,902.53,1.83
21157,"Marshall, KY",340.32,304.89,35.43
27089,"Marshall, MN",1812.79,1772.24,40.55
28093,"Marshall, MS",709.8,706.33,3.47
40095,"Marshall, OK",426.95,371.11,55.84
46091,"Marshall, SD",885.63,837.71,47.92
47117,"Marshall, TN",376.1,375.36,0.75
54051,"Marshall, WV",312.18,306.99,5.19
12085,"Martin, FL",752.79,555.62,197.18
18101,"Martin, IN",340.53,336.14,4.39
21159,"Martin, KY",230.81,230.7,0.11
27091,"Martin, MN",729.56,709.34,20.21
37117,"Martin, NC",461.49,461.17,0.32
48317,"Martin, TX",915.62,914.78,0.84
51690,"Martinsville, VA",11.01,10.96,0.05
17125,"Mason, IL",563.37,538.94,24.43
21161,"Mason, KY",246.6,241.11,5.49
26105,"Mason, MI",1241.86,495.17,746.7
48319,"Mason, TX",932.18,932.07,0.11
53045,"Mason, WA",1051.03,961.06,89.97
54053,"Mason, WV",444.8,431.85,12.95
17127,"Massac, IL",242.12,239.05,3.06
48321,"Matagorda, TX",1612.19,1114.46,497.73
2170,"Matanuska-Susitna, AK",25259.79,24681.54,578.25
51115,"Mathews, VA",251.96,85.68,166.28
15009,"Maui, HI",2398.74,1159.2,1239.54
47119,"Maury, TN",615.52,612.86,2.66
48323,"Maverick, TX",1291.74,1280.08,11.66
40097,"Mayes, OK",683.51,656.14,27.37
40087,"McClain, OK",580.13,569.67,10.46
30055,"McCone, MT",2682.77,2642.53,40.25
46087,"McCook, SD",577.16,574.52,2.64
45065,"McCormick, SC",393.85,359.56,34.29
21145,"McCracken, KY",268.08,251.02,17.05
21147,"McCreary, KY",430.64,427.7,2.94
48307,"McCulloch, TX",1073.35,1069.31,4.05
40089,"McCurtain, OK",1901.32,1852.26,49.07
29119,"McDonald, MO",539.7,539.51,0.19
17109,"McDonough, IL",590.02,589.27,0.75
37111,"McDowell, NC",446.41,441.68,4.73
54047,"McDowell, WV",534.9,534.72,0.18
13189,"McDuffie, GA",266.3,259.77,6.52
17111,"McHenry, IL",611.13,603.51,7.62
38049,"McHenry, ND",1911.71,1874.09,37.62
13191,"McIntosh, GA",574.53,433.45,141.08
38051,"McIntosh, ND",995.04,975.19,19.84
40091,"McIntosh, OK",712.48,620.01,92.48
42083,"McKean, PA",984.17,981.57,2.6
38053,"McKenzie, ND",2860.89,2742.02,118.87
35031,"McKinley, NM",5455.22,5448.72,6.49
17113,"McLean, IL",1186.29,1183.53,2.76
21149,"McLean, KY",256.17,254.3,1.88
38055,"McLean, ND",2328.17,2109.95,218.21
48309,"McLennan, TX",1060.23,1041.88,18.34
27085,"McLeod, MN",505.67,491.91,13.76
47107,"McMinn, TN",432.22,430.28,1.94
48311,"McMullen, TX",1142.6,1113,29.6
47109,"McNairy, TN",560.84,560.04,0.79
20113,"McPherson, KS",901.24,899.71,1.52
31117,"McPherson, NE",860.02,858.98,1.04
46089,"McPherson, SD",1151.85,1136.94,14.91
20119,"Meade, KS",979.66,978.42,1.24
21163,"Meade, KY",324.22,308.51,15.71
46093,"Meade, SD",3482.46,3470.63,11.82
30059,"Meagher, MT",2394.83,2391.82,3.02
37119,"Mecklenburg, NC",546.22,526.28,19.94
51117,"Mecklenburg, VA",679.29,623.93,55.36
26107,"Mecosta, MI",571.1,555.69,15.41
39103,"Medina, OH",423.11,421.55,1.57
48325,"Medina, TX",1334.53,1327.76,6.77
27093,"Meeker, MN",645.08,608.54,36.54
39105,"Meigs, OH",432.38,429.42,2.95
47121,"Meigs, TN",216.78,194.86,21.92
46095,"Mellette, SD",1309.75,1306.49,3.26
17129,"Menard, IL",315.37,314.25,1.13
48327,"Menard, TX",902.25,901.91,0.34
6045,"Mendocino, CA",3878.14,3508.97,369.17
21165,"Menifee, KY",206.03,203.9,2.13
26109,"Menominee, MI",1337.99,1043.52,294.47
55078,"Menominee, WI",364.99,357.96,7.03
6047,"Merced, CA",1971.87,1928.69,43.18
17131,"Mercer, IL",568.88,561.02,7.86
21167,"Mercer, KY",253.11,250.92,2.2
29129,"Mercer, MO",455.18,454.18,1
38057,"Mercer, ND",1112.42,1045.49,66.93
34021,"Mercer, NJ",228.84,225.93,2.91
39107,"Mercer, OH",473.29,463.27,10.03
42085,"Mercer, PA",682.57,671.82,10.76
54055,"Mercer, WV",420.69,420.43,0.26
13199,"Meriwether, GA",505.34,503.28,2.06
31121,"Merrick, NE",494.72,484.88,9.85
33013,"Merrimack, NH",956.49,934.43,22.06
8077,"Mesa, CO",3341.11,3327.75,13.36
21169,"Metcalfe, KY",290.96,290.9,0.07
12086,"Miami-Dade, FL",2431.26,1946.06,485.19
18103,"Miami, IN",377.36,375.62,1.74
20121,"Miami, KS",590.15,576.72,13.43
39109,"Miami, OH",409.22,407.04,2.18
9007,"Middlesex, CT",439.07,369.26,69.81
25017,"Middlesex, MA",847.54,823.46,24.08
34023,"Middlesex, NJ",322.51,309.72,12.79
51119,"Middlesex, VA",210.75,130.3,80.46
26111,"Midland, MI",527.89,521.19,6.7
48329,"Midland, TX",901.97,900.25,1.72
42087,"Mifflin, PA",414.6,411.86,2.75
48331,"Milam, TX",1021.67,1016.71,4.95
49027,"Millard, UT",6828.01,6589.13,238.87
27095,"Mille Lacs, MN",681.77,574.47,107.3
5091,"Miller, AR",637.48,623.98,13.5
13201,"Miller, GA",283.72,283.05,0.68
29131,"Miller, MO",599.94,592.26,7.69
19129,"Mills, IA",439.67,436.53,3.13
48333,"Mills, TX",749.89,748.11,1.78
55079,"Milwaukee, WI",1189.7,241.56,948.14
46097,"Miner, SD",571.99,570.34,1.65
8079,"Mineral, CO",877.7,875.72,1.99
30061,"Mineral, MT",1223.38,1219.82,3.56
32021,"Mineral, NV",3812.97,3756.4,56.56
54057,"Mineral, WV",329.13,327.73,1.4
54059,"Mingo, WV",423.64,422.61,1.03
16067,"Minidoka, ID",762.98,759.62,3.36
46099,"Minnehaha, SD",813.69,809.67,4.01
26113,"Missaukee, MI",573.82,566.75,7.08
5093,"Mississippi, AR",919.73,898.25,21.48
29133,"Mississippi, MO",428.91,413.16,15.75
30063,"Missoula, MT",2618.34,2597.97,20.37
13205,"Mitchell, GA",513.81,511.96,1.85
19131,"Mitchell, IA",469.4,468.92,0.47
20123,"Mitchell, KS",718.62,699.82,18.8
37121,"Mitchell, NC",222.14,221.43,0.71
48335,"Mitchell, TX",915.9,910.04,5.86
1097,"Mobile, AL",1644.02,1233.09,410.93
6049,"Modoc, CA",4203.37,3944.1,259.28
8081,"Moffat, CO",4750.94,4742.25,8.69
4015,"Mohave, AZ",13469.71,13311.64,158.07
29135,"Moniteau, MO",418.85,416.52,2.33
34025,"Monmouth, NJ",665.12,471.94,193.18
6051,"Mono, CA",3131.8,3044.4,87.4
19133,"Monona, IA",698.85,693.12,5.73
54061,"Monongalia, WV",365.89,361.16,4.73
1099,"Monroe, AL",1034.53,1025.85,8.67
5095,"Monroe, AR",621.41,606.65,14.76
12087,"Monroe, FL",3737.15,996.91,2740.24
13207,"Monroe, GA",397.8,395.63,2.17
19135,"Monroe, IA",434.11,433.41,0.7
17133,"Monroe, IL",397.71,388.29,9.42
18105,"Monroe, IN",411.32,394.35,16.97
21171,"Monroe, KY",332.11,330.81,1.3
26115,"Monroe, MI",680.03,551.1,128.93
29137,"Monroe, MO",670.23,645.98,24.24
28095,"Monroe, MS",772.04,764.17,7.87
36055,"Monroe, NY",1365.61,659.29,706.31
39111,"Monroe, OH",457.46,455.54,1.92
42089,"Monroe, PA",617.42,608.5,8.92
47123,"Monroe, TN",652.58,634.91,17.67
55081,"Monroe, WI",908.29,900.77,7.52
54063,"Monroe, WV",473.66,473.37,0.3
48337,"Montague, TX",938.44,930.66,7.78
26117,"Montcalm, MI",720.98,708.04,12.94
6053,"Monterey, CA",3771.07,3321.95,449.12
8083,"Montezuma, CO",2039.97,2036.63,3.34
1101,"Montgomery, AL",799.76,789.76,9.99
5097,"Montgomery, AR",800.29,780.93,19.36
13209,"Montgomery, GA",247.32,245.33,1.99
19137,"Montgomery, IA",424.81,423.88,0.93
17135,"Montgomery, IL",709.75,703.8,5.96
18107,"Montgomery, IN",505.34,504.51,0.83
20125,"Montgomery, KS",651.4,645.2,6.19
21173,"Montgomery, KY",198.8,198.59,0.21
24031,"Montgomery, MD",507.14,495.52,11.63
29139,"Montgomery, MO",540.34,537.46,2.88
28097,"Montgomery, MS",407.86,406.85,1.02
37123,"Montgomery, NC",501.64,491.6,10.04
36057,"Montgomery, NY",410.32,404.82,5.51
39113,"Montgomery, OH",464.34,461.68,2.67
42091,"Montgomery, PA",487.45,483.12,4.33
47125,"Montgomery, TN",543.84,539.28,4.57
48339,"Montgomery, TX",1076.81,1044.03,32.78
51121,"Montgomery, VA",389.43,388.22,1.21
26119,"Montmorency, MI",562.44,547.63,14.81
42093,"Montour, PA",132.3,130.75,1.55
8085,"Montrose, CO",2242.57,2240.61,1.96
46101,"Moody, SD",521.1,519.67,1.43
37125,"Moore, NC",705.67,697.74,7.94
47127,"Moore, TN",130.38,129.18,1.21
48341,"Moore, TX",909.61,899.66,9.95
35033,"Mora, NM",1933.48,1931.1,2.38
22067,"Morehouse, LA",805.2,794.25,10.95
1103,"Morgan, AL",599.06,582.21,16.84
8087,"Morgan, CO",1293.87,1285.36,8.51
13211,"Morgan, GA",354.6,349.64,4.96
17137,"Morgan, IL",572.26,568.76,3.51
18109,"Morgan, IN",409.39,406.47,2.92
21175,"Morgan, KY",383.73,381.26,2.47
29141,"Morgan, MO",613.89,597.41,16.48
39115,"Morgan, OH",421.86,417.66,4.2
47129,"Morgan, TN",522.4,522.04,0.35
49029,"Morgan, UT",610.79,609.13,1.66
54065,"Morgan, WV",229.67,228.98,0.68
31123,"Morrill, NE",1429.81,1423.75,6.06
20127,"Morris, KS",702.84,697.38,5.46
34027,"Morris, NJ",481.29,468.99,12.29
48343,"Morris, TX",258.64,254.51,4.13
27097,"Morrison, MN",1153.32,1124.5,28.82
39117,"Morrow, OH",407.36,406.22,1.13
41049,"Morrow, OR",2048.53,2032.38,16.15
20129,"Morton, KS",729.94,729.92,0.02
38059,"Morton, ND",1945.28,1926.27,19.01
48345,"Motley, TX",989.81,989.38,0.43
17139,"Moultrie, IL",344.47,335.6,8.87
38061,"Mountrail, ND",1941.08,1823.93,117.15
27099,"Mower, MN",711.71,711.5,0.21
21177,"Muhlenberg, KY",479.43,474.72,4.71
41051,"Multnomah, OR",465.65,435.23,30.42
13213,"Murray, GA",346.88,344.41,2.47
27101,"Murray, MN",719.52,704.43,15.09
40099,"Murray, OK",424.92,418.25,6.67
19139,"Muscatine, IA",449.07,438.67,10.4
13215,"Muscogee, GA",221,216.26,4.74
26121,"Muskegon, MI",1459.3,509.12,950.18
39119,"Muskingum, OH",672.59,664.63,7.97
40101,"Muskogee, OK",838.99,813.85,25.14
30065,"Musselshell, MT",1870.91,1867.15,3.76
48347,"Nacogdoches, TX",981.33,946.77,34.56
31125,"Nance, NE",448.04,441.32,6.73
25019,"Nantucket, MA",303.64,47.81,255.83
6055,"Napa, CA",788.27,753.73,34.53
37127,"Nash, NC",542.69,540.27,2.42
12089,"Nassau, FL",725.86,651.55,74.3
36059,"Nassau, NY",453.08,286.69,166.39
22069,"Natchitoches, LA",1299.3,1255.45,43.85
56025,"Natrona, WY",5375.72,5339.88,35.83
4017,"Navajo, AZ",9959.49,9953.18,6.31
48349,"Navarro, TX",1086.17,1007.66,78.51
21179,"Nelson, KY",424.07,422.63,1.45
38063,"Nelson, ND",1008.74,981.62,27.12
51125,"Nelson, VA",474.31,472.35,1.95
20131,"Nemaha, KS",719.4,717.99,1.41
31127,"Nemaha, NE",411.89,409.3,2.58
20133,"Neosho, KS",578.02,571.75,6.27
28099,"Neshoba, MS",571.64,570,1.64
20135,"Ness, KS",1075,1074.75,0.26
5099,"Nevada, AR",620.78,619.95,0.83
6057,"Nevada, CA",974.49,957.61,16.88
10003,"New Castle, DE",493.51,426.27,67.24
37129,"New Hanover, NC",327.92,198.93,128.98
9009,"New Haven, CT",862.02,605.64,256.38
51127,"New Kent, VA",223.48,209.55,13.93
9011,"New London, CT",771.66,665.91,105.75
29143,"New Madrid, MO",698.02,678.01,20.01
36061,"New York, NY",33.77,22.96,10.81
26123,"Newaygo, MI",861.39,842.37,19.03
45071,"Newberry, SC",647.28,630.77,16.51
51700,"Newport News, VA",119.05,68.29,50.76
44005,"Newport, RI",313.64,104.05,209.59
5101,"Newton, AR",823.18,822.97,0.21
13217,"Newton, GA",279.19,276.43,2.76
18111,"Newton, IN",403.53,401.85,1.68
29145,"Newton, MO",626.66,626.42,0.24
